250;Sean;Kilpatrick;BKN;0;33;63;3;1
246;Sergey;Karasev;BKN;0;47;45;7;1
358;Otto;Porter Jr.;WAS;0;0;81;18;1
447;T.J.;Warren;PHX;0;0;75;24;1
102;Dante;Cunningham;NOP;0;2;74;24;1
147;Danilo;Gallinari;DEN;0;0;67;32;1
154;Paul;George;IND;0;0;61;39;1
24;Trevor;Ariza;HOU;0;0;58;41;1
11;Al-Farouq;Aminu;POR;0;0;56;44;1
303;Mike;Miller;DEN;0;0;47;53;1
34;Harrison;Barnes;GSW;0;0;44;55;1
95;Chris;Copeland;MIL;0;0;34;65;1
284;Luc;Mbah a Moute;LAC;0;0;27;73;1
160;Aaron;Gordon;ORL;0;0;19;80;1
343;Jabari;Parker;MIL;0;0;9;90;1
390;Mike;Scott;ATL;0;0;3;96;1
474;Thaddeus;Young;BKN;0;0;0;99;1
149;Kevin;Garnett*;MIN;0;0;0;99;1
314;Markieff;Morris;WAS;0;0;0;99;1
53;Bojan;Bogdanovi?;BKN;0;30;63;5;2
342;Kostas;Papanikolaou;DEN;0;0;59;39;2
171;Jeff;Green;LAC;0;0;21;77;2
155;Taj;Gibson;CHI;0;0;11;87;2
335;Johnny;O'Bryant;MIL;0;0;0;98;2
48;Nemanja;Bjelica;MIN;0;0;0;98;2
133;Jeremy;Evans;DAL;0;2;53;43;3
114;Luol;Deng;MIA;0;0;27;71;3
82;Omri;Casspi;SAC;0;0;25;72;3
1;Quincy;Acy;SAC;0;0;19;79;3
347;Patrick;Patterson;TOR;0;0;2;95;3
164;Jerami;Grant;PHI;0;0;14;82;4
45;Anthony;Bennett;TOR;0;0;3;93;4
116;Boris;Diaw;SAS;0;0;0;96;4
57;Trevor;Booker;UTA;0;0;0;96;4
299;Jordan;Mickey;BOS;0;0;16;80;5
122;Jared;Dudley;WAS;0;0;1;94;5
29;Luke;Babbitt;NOP;0;0;28;66;6
306;Paul;Millsap;ATL;0;0;2;92;6
289;Chris;McCullough;BKN;0;0;0;94;7
272;Kevin;Love;CLE;0;0;0;92;8
229;Amir;Johnson;BOS;0;0;2;89;9
43;Michael;Beasley;HOU;0;0;0;91;9
146;Channing;Frye;ORL;0;0;0;91;9
214;Serge;Ibaka;OKC;0;0;0;92;9
418;Mirza;Teletovi?;PHX;0;0;5;85;10
216;Ersan;?lyasova;ORL;0;0;0;90;10
9;Lavoy;Allen;IND;0;0;1;89;11
327;Andrew;Nicholson;ORL;0;0;0;89;11
261;David;Lee;BOS;0;0;19;69;12
307;Nikola;Miroti?;CHI;0;0;2;86;12
361;Dwight;Powell;DAL;0;0;4;82;13
389;Luis;Scola;TOR;0;0;0;87;13
187;Udonis;Haslem;MIA;0;0;4;83;14
18;Ryan;Anderson;NOP;0;0;1;85;14
176;Tyler;Hansbrough;CHA;0;0;0;86;14
316;Donatas;Motiej?nas;HOU;0;0;0;86;14
404;Josh;Smith;HOU;0;0;0;86;14
349;Adreian;Payne;MIN;0;0;0;87;14
172;Blake;Griffin;LAC;0;0;0;85;15
274;Trey;Lyles;UTA;0;0;0;85;15
92;Nick;Collison;OKC;0;0;0;86;15
269;Kevon;Looney;GSW;0;0;10;74;16
228;Jonas;Jerebko;BOS;0;0;6;78;16
181;Montrezl;Harrell;HOU;0;0;6;78;16
170;JaMychal;Green;MEM;0;0;1;83;16
314;Markieff;Morris;PHX;0;0;0;82;19
136;Kenneth;Faried;DEN;0;0;1;80;20
167;Draymond;Green;GSW;0;0;0;80;20
25;Darrell;Arthur;DEN;0;0;1;79;21
296;Josh;McRoberts;MIA;0;0;0;79;21
440;Noah;Vonleh;POR;0;0;0;78;22
240;Terrence;Jones;HOU;0;0;0;77;23
261;David;Lee;DAL;0;1;2;73;25
212;Kris;Humphries;WAS;0;0;0;75;25
367;Julius;Randle;LAL;0;0;2;71;27
188;Spencer;Hawes;CHA;0;0;0;73;27
454;Shayne;Whittington;IND;0;0;0;74;27
439;Charlie;Villanueva;DAL;0;0;2;69;30
360;Kristaps;Porzi??is;NYK;0;0;0;70;30
292;Mitch;McGary;OKC;0;0;0;70;30
108;Ed;Davis;POR;0;0;0;70;30
158;Drew;Gooden;WAS;0;0;0;70;30
37;Brandon;Bass;LAL;0;0;1;67;32
332;Dirk;Nowitzki;DAL;0;0;0;67;33
12;Lou;Amundson;NYK;0;0;0;65;35
368;Zach;Randolph;MEM;0;0;0;63;37
466;Christian;Wood;PHI;0;0;0;61;40
377;Thomas;Robinson;BKN;0;0;0;55;45
58;Chris;Bosh*;MIA;0;0;0;55;45
248;Ryan;Kelly;LAL;0;0;0;54;46
7;LaMarcus;Aldridge;SAS;0;0;0;54;46
285;James;Michael McAdoo;GSW;0;0;8;45;47
117;Gorgui;Dieng;MIN;0;0;0;53;47
255;Carl;Landry;PHI;0;0;0;52;48
265;Jon;Leuer;PHX;0;0;0;52;48
312;Eric;Moreland;SAC;0;0;0;52;48
451;David;West;SAS;0;0;1;50;49
468;Brandan;Wright;MEM;0;0;0;51;49
359;Bobby;Portis;CHI;0;0;0;49;51
457;Alan;Williams;PHX;0;0;0;48;52
55;Matt;Bonner;SAS;0;0;0;48;52
424;Jason;Thompson;TOR;0;0;0;47;53
107;Anthony;Davis;NOP;0;0;0;46;54
138;Derrick;Favors;UTA;0;0;0;46;54
223;Al;Jefferson;CHA;0;0;0;42;58
8;Cliff;Alexander;POR;0;0;0;42;58
400;Greg;Smith;MIN;0;0;0;39;61
97;DeMarcus;Cousins;SAC;0;0;0;40;61
433;Myles;Turner;IND;0;0;0;39;62
404;Josh;Smith;LAC;0;0;0;37;63
247;Sasha;Kaun;CLE;0;0;0;35;65
329;Nerlens;Noel;PHI;0;0;0;36;65
30;Cameron;Bairstow;CHI;0;0;0;35;66
33;Andrea;Bargnani;BKN;0;0;0;33;67
280;Jarell;Martin;MEM;0;0;1;31;68
206;Richaun;Holmes;PHI;0;0;0;32;68
85;Tyson;Chandler;PHX;0;0;0;30;70
370;Willie;Reed;BKN;0;0;0;29;71
336;Kyle;O'Quinn;NYK;0;0;0;29;71
83;Willie;Cauley-Stein;SAC;0;0;0;28;72
475;Cody;Zeller;CHA;0;0;0;27;73
198;Jordan;Hill;IND;0;0;0;26;74
146;Channing;Frye;CLE;0;0;0;25;75
411;Alex;Stepheson;LAC;0;0;0;25;75
264;Meyers;Leonard;POR;0;0;0;25;75
112;Sam;Dekker;HOU;0;0;0;24;76
257;Joffrey;Lauvergne;DEN;0;0;0;23;77
192;John;Henson;MIL;0;0;0;23;77
212;Kris;Humphries;ATL;0;0;0;22;78
426;Tristan;Thompson;CLE;0;0;0;22;78
328;Joakim;Noah;CHI;0;0;0;21;79
78;Clint;Capela;HOU;0;0;0;20;80
424;Jason;Thompson;GSW;0;0;0;19;81
28;Jeff;Ayres;LAC;0;0;0;17;83
407;Marreese;Speights;GSW;0;0;0;17;84
339;Kelly;Olynyk;BOS;0;0;0;14;86
415;Jared;Sullinger;BOS;0;0;0;14;86
411;Alex;Stepheson;MEM;0;0;0;13;87
436;Anderson;Varejão;CLE;0;0;0;12;88
196;Nenê;;WAS;0;0;0;11;89
208;Al;Horford;ATL;0;0;0;10;90
60;Elton;Brand;PHI;0;0;0;10;90
26;Ömer;A??k;NOP;0;0;0;9;91
353;Kendrick;Perkins;NOP;0;0;0;8;92
195;J.J.;Hickson;WAS;0;0;0;9;92
145;Enes;Freedom;OKC;0;0;0;7;93
321;Mike;Muscala;ATL;0;0;0;5;95
237;Nikola;Joki?;DEN;0;0;0;5;95
441;Nikola;Vu?evi?;ORL;0;0;0;5;95
403;Jason;Smith;ORL;0;0;0;4;96
47;Bismack;Biyombo;TOR;0;0;0;4;96
6;Cole;Aldrich;LAC;0;0;0;3;97
392;Kevin;Séraphin;NYK;0;0;0;3;97
195;J.J.;Hickson;DEN;0;0;0;2;98
40;Aron;Baynes;DET;0;0;0;2;98
49;Tarik;Black;LAL;0;0;0;2;98
430;Karl-Anthony;Towns;MIN;0;0;0;2;98
356;Mason;Plumlee;POR;0;0;0;2;98
465;Jeff;Withey;UTA;0;0;0;2;98
293;JaVale;McGee;DAL;0;0;0;1;99
124;Tim;Duncan*;SAS;0;0;0;1;99
50;DeJuan;Blair;WAS;0;0;0;1;99
408;Tiago;Splitter;ATL;0;0;0;0;100
416;Edy;Tavares;ATL;0;0;0;0;100
476;Tyler;Zeller;BOS;0;0;0;0;100
270;Brook;Lopez;BKN;0;0;0;0;100
396;Henry;Sims;BKN;0;0;0;0;100
139;Cristiano;Felício;CHI;0;0;0;0;100
151;Pau;Gasol;CHI;0;0;0;0;100
245;Frank;Kaminsky;CHA;0;0;0;0;100
317;Timofey;Mozgov;CLE;0;0;0;0;100
298;Salah;Mejri;DAL;0;0;0;0;100
341;Zaza;Pachulia;DAL;0;0;0;0;100
333;Jusuf;Nurki?;DEN;0;0;0;0;100
22;Joel;Anthony;DET;0;0;0;0;100
121;Andre;Drummond;DET;0;0;0;0;100
54;Andrew;Bogut;GSW;0;0;0;0;100
135;Festus;Ezeli;GSW;0;0;0;0;100
436;Anderson;Varejão;GSW;0;0;0;0;100
189;Chuck;Hayes;HOU;0;0;0;0;100
209;Dwight;Howard;HOU;0;0;0;0;100
276;Ian;Mahinmi;IND;0;0;0;0;100
242;DeAndre;Jordan;LAC;0;0;0;0;100
194;Roy;Hibbert;LAL;0;0;0;0;100
386;Robert;Sacre;LAL;0;0;0;0;100
13;Chris;Andersen;MEM;0;0;0;0;100
150;Marc;Gasol;MEM;0;0;0;0;100
204;Ryan;Hollins;MEM;0;0;0;0;100
412;Jarnell;Stokes;MEM;0;0;0;0;100
13;Chris;Andersen;MIA;0;0;0;0;100
412;Jarnell;Stokes;MIA;0;0;0;0;100
413;Amar'e;Stoudemire;MIA;0;0;0;0;100
453;Hassan;Whiteside;MIA;0;0;0;0;100
309;Greg;Monroe;MIL;0;0;0;0;100
357;Miles;Plumlee;MIL;0;0;0;0;100
352;Nikola;Pekovi?;MIN;0;0;0;0;100
5;Alexis;Ajinça;NOP;0;0;0;0;100
271;Robin;Lopez;NYK;0;0;0;0;100
3;Steven;Adams;OKC;0;0;0;0;100
308;Nazr;Mohammed;OKC;0;0;0;0;100
110;Dewayne;Dedmon;ORL;0;0;0;0;100
337;Jahlil;Okafor;PHI;0;0;0;0;100
262;Alex;Len;PHX;0;0;0;0;100
244;Chris;Kaman;POR;0;0;0;0;100
253;Kosta;Koufos;SAC;0;0;0;0;100
278;Boban;Marjanovi?;SAS;0;0;0;0;100
330;Lucas;Nogueira;TOR;0;0;0;0;100
435;Jonas;Valan?i?nas;TOR;0;0;0;0;100
157;Rudy;Gobert;UTA;0;0;0;0;100
355;Tibor;Pleiß;UTA;0;0;0;0;100
162;Marcin;Gortat;WAS;0;0;0;0;100
204;Ryan;Hollins;WAS;0;0;0;0;100
66;Kobe;Bryant*;LAL;0;2;97;1;0
38;Nicolas;Batum;CHA;0;3;96;1;0
63;Anthony;Brown;LAL;0;5;95;1;0
406;Tony;Snell;CHI;0;30;70;1;0
290;K.J.;McDaniels;HOU;1;42;57;1;0
455;Andrew;Wiggins;MIN;0;47;52;1;0
141;Evan;Fournier;ORL;1;51;47;1;0
44;Marco;Belinelli;SAC;0;56;43;1;0
134;Tyreke;Evans;NOP;1;60;39;1;0
442;Sasha;Vuja?i?;NYK;0;70;30;1;0
226;John;Jenkins;DAL;16;55;28;1;0
409;Nik;Stauskas;PHI;0;76;23;1;0
178;James;Harden;HOU;2;77;21;1;0
56;Devin;Booker;PHX;3;82;14;1;0
213;R.J.;Hunter;BOS;21;69;10;1;0
282;Wesley;Matthews;DAL;0;35;63;2;0
234;Stanley;Johnson;DET;0;36;62;2;0
281;Kevin;Martin;SAS;0;36;62;2;0
100;Jamal;Crawford;LAC;1;48;49;2;0
277;Devyn;Marble;ORL;0;52;46;2;0
324;Gary;Neal;WAS;0;56;42;2;0
174;P.J.;Hairston;CHA;0;60;38;2;0
80;Vince;Carter;MEM;3;59;36;2;0
373;Andre;Roberson;OKC;0;66;32;2;0
346;Lamar;Patterson;ATL;1;78;19;2;0
190;Gordon;Hayward;UTA;0;12;86;3;0
380;Terrence;Ross;TOR;0;13;85;3;0
153;Alonzo;Gee;NOP;0;14;83;3;0
191;Gerald;Henderson;POR;0;17;81;3;0
432;Evan;Turner;BOS;0;30;67;3;0
15;James;Anderson;SAC;0;33;64;3;0
419;Garrett;Temple;WAS;1;54;42;3;0
283;O.J.;Mayo;MIL;3;60;35;3;0
391;Thabo;Sefolosha;ATL;0;0;96;4;0
36;Will;Barton;DEN;0;33;63;4;0
410;Lance;Stephenson;MEM;0;36;61;4;0
431;P.J.;Tucker;PHX;0;6;89;5;0
73;Rasual;Butler;SAS;0;26;69;5;0
291;Doug;McDermott;CHI;0;3;92;6;0
263;Kawhi;Leonard;SAS;0;5;90;6;0
384;Brandon;Rush;GSW;0;9;85;6;0
340;Kelly;Oubre Jr.;WAS;0;10;84;6;0
193;Mario;Hezonja;ORL;0;22;72;6;0
438;Rashad;Vaughn;MIL;0;44;49;6;0
450;Sonny;Weems;PHX;2;46;47;6;0
16;Justin;Anderson;DAL;2;14;77;7;0
423;Hollis;Thompson;PHI;0;27;67;7;0
467;Metta;World Peace;LAL;0;0;92;8;0
310;Luis;Montero;POR;0;0;92;8;0
21;Carmelo;Anthony;NYK;0;2;91;8;0
71;Caron;Butler;SAC;0;7;85;8;0
375;Glenn;Robinson III;IND;2;50;40;8;0
232;Joe;Johnson;BKN;0;0;91;9;0
125;Mike;Dunleavy;CHI;0;0;91;9;0
387;JaKarr;Sampson;DEN;0;0;91;9;0
313;Marcus;Morris;DET;0;0;91;9;0
319;Shabazz;Muhammad;MIN;0;21;70;9;0
174;P.J.;Hairston;MEM;0;45;46;9;0
175;Jordan;Hamilton;NOP;0;24;66;10;0
205;Rondae;Hollis-Jefferson;BKN;0;62;28;10;0
61;Corey;Brewer;HOU;0;5;83;12;0
231;James;Johnson;TOR;0;0;88;13;0
225;Richard;Jefferson;CLE;0;19;68;13;0
410;Lance;Stephenson;LAC;0;8;78;14;0
397;Kyle;Singler;OKC;0;8;78;14;0
215;Andre;Iguodala;GSW;0;1;85;15;0
464;Justise;Winslow;MIA;0;4;81;15;0
366;Tayshaun;Prince;MIN;0;0;84;16;0
429;Axel;Toupane;DEN;0;2;81;17;0
300;Khris;Middleton;MIL;0;2;81;17;0
67;Chase;Budinger;PHX;0;3;80;17;0
35;Matt;Barnes;MEM;0;10;73;17;0
79;DeMarre;Carroll;TOR;0;1;81;19;0
217;Joe;Ingles;UTA;0;0;81;19;0
131;James;Ennis III;MEM;15;18;49;19;0
218;Damien;Inglis;MIL;0;0;81;20;0
101;Jae;Crowder;BOS;0;1;77;22;0
222;LeBron;James;CLE;0;0;77;23;0
152;Rudy;Gay;SAC;0;1;76;24;0
185;Tobias;Harris;ORL;0;0;75;25;0
199;Solomon;Hill;IND;0;11;64;25;0
126;Kevin;Durant;OKC;0;0;74;26;0
74;Bruno;Caboclo;TOR;0;5;69;26;0
387;JaKarr;Sampson;PHI;0;3;70;27;0
127;Cleanthony;Early;NYK;0;0;72;28;0
179;Maurice;Harkless;POR;0;2;70;28;0
98;Robert;Covington;PHI;0;6;64;30;0
345;Chandler;Parsons;DAL;0;0;66;34;0
450;Sonny;Weems;PHI;0;0;66;34;0
17;Kyle;Anderson;SAS;0;1;65;34;0
67;Chase;Budinger;IND;0;8;58;34;0
232;Joe;Johnson;MIA;0;0;65;35;0
236;Wesley;Johnson;LAC;0;1;60;38;0
354;Paul;Pierce*;LAC;0;0;60;40;0
128;Jarell;Eddie;WAS;0;2;58;40;0
86;Rakeem;Christmas;IND;0;0;49;51;0
171;Jeff;Green;MEM;0;0;48;51;0
459;Derrick;Williams;NYK;0;0;46;53;0
239;James;Jones;CLE;0;1;43;56;0
211;Josh;Huestis;OKC;0;0;22;78;0
462;Marvin;Williams;CHA;0;0;17;83;0
109;Branden;Dawson;LAC;0;0;17;83;0
383;Damjan;Rudež;MIN;0;1;15;85;0
322;Larry;Nance Jr.;LAL;0;0;14;86;0
422;Lance;Thomas;NYK;0;0;13;87;0
331;Steve;Novak;OKC;0;0;12;88;0
331;Steve;Novak;MIL;0;0;8;92;0
185;Tobias;Harris;DET;0;0;4;96;0
88;Coty;Clarke;BOS;0;0;0;100;0
180;Justin;Harper;DET;0;0;0;100;0
216;Ersan;?lyasova;DET;0;0;0;100;0
428;Anthony;Tolliver;DET;0;0;0;100;0
212;Kris;Humphries;PHX;0;0;0;100;0
224;Cory;Jefferson;PHX;0;0;0;100;0
131;James;Ennis III;MIA;0;0;100;0;0
20;Thanasis;Antetokounmpo;NYK;0;0;100;0;0
123;Duje;Dukan;SAC;0;0;100;0;0
186;Aaron;Harrison;CHA;0;3;97;0;0
41;Kent;Bazemore;ATL;0;20;79;0;0
473;Nick;Young;LAL;0;26;74;0;0
301;C.J.;Miles;IND;0;29;71;0;0
334;J.J.;O'Brien;UTA;0;29;71;0;0
144;Jimmer;Fredette;NOP;0;32;69;0;0
68;Reggie;Bullock;DET;0;40;60;0;0
169;Gerald;Green;MIA;1;42;57;0;0
315;Anthony;Morrow;OKC;0;42;57;0;0
14;Alan;Anderson;WAS;12;33;55;0;0
106;Troy;Daniels;CHA;0;52;48;0;0
2;Jordan;Adams;MEM;0;59;41;0;0
260;Courtney;Lee;MEM;0;60;39;0;0
115;DeMar;DeRozan;TOR;0;68;32;0;0
184;Joe;Harris;CLE;0;69;31;0;0
230;Chris;Johnson;UTA;2;68;31;0;0
305;Elijah;Millsap;UTA;2;67;31;0;0
456;C.J.;Wilcox;LAC;0;70;30;0;0
142;Randy;Foye;OKC;7;65;29;0;0
471;James;Young;BOS;15;57;29;0;0
260;Courtney;Lee;CHA;0;74;26;0;0
254;Jeremy;Lamb;CHA;0;76;25;0;0
131;James;Ennis III;NOP;0;75;25;0;0
39;Jerryd;Bayless;MIL;10;67;24;0;0
226;John;Jenkins;PHX;13;64;23;0;0
402;J.R.;Smith;CLE;1;77;22;0;0
249;Michael;Kidd-Gilchrist;CHA;0;79;21;0;0
99;Allen;Crabbe;POR;0;79;21;0;0
425;Klay;Thompson;GSW;1;79;20;0;0
394;Iman;Shumpert;CLE;2;78;20;0;0
111;Bryce;Dejean-Jones;NOP;0;82;18;0;0
166;Danny;Green;SAS;0;82;18;0;0
72;Jimmy;Butler;CHI;1;81;18;0;0
4;Arron;Afflalo;NYK;1;81;18;0;0
252;Kyle;Korver;ATL;0;84;16;0;0
103;Jared;Cunningham;MIL;0;84;16;0;0
182;Devin;Harris;DAL;15;69;16;0;0
233;Orlando;Johnson;PHX;0;85;15;0;0
161;Eric;Gordon;NOP;21;64;15;0;0
31;Leandro;Barbosa;GSW;1;85;14;0;0
59;Avery;Bradley;BOS;10;76;14;0;0
156;Manu;Ginóbili*;SAS;1;86;13;0;0
427;Marcus;Thornton;HOU;2;86;12;0;0
294;Ben;McLemore;SAC;2;88;11;0;0
458;Deron;Williams;DAL;27;63;10;0;0
362;Norman;Powell;TOR;0;91;9;0;0
177;Tim;Hardaway Jr.;ATL;1;90;9;0;0
42;Bradley;Beal;WAS;2;90;9;0;0
129;Wayne;Ellington;BKN;0;92;8;0;0
207;Rodney;Hood;UTA;4;89;7;0;0
142;Randy;Foye;DEN;19;73;7;0;0
372;Austin;Rivers;LAC;42;51;7;0;0
200;Darrun;Hilliard;DET;0;94;6;0;0
183;Gary;Harris;DEN;9;86;6;0;0
427;Marcus;Thornton;WAS;9;86;6;0;0
281;Kevin;Martin;MIN;0;95;5;0;0
65;Markel;Brown;BKN;5;90;5;0;0
443;Dwyane;Wade;MIA;1;95;4;0;0
444;Dion;Waiters;OKC;8;88;4;0;0
203;Justin;Holiday;CHI;15;80;4;0;0
103;Jared;Cunningham;CLE;33;63;4;0;0
251;Brandon;Knight;PHX;37;59;4;0;0
77;Isaiah;Canaan;PHI;16;81;3;0;0
338;Victor;Oladipo;ORL;19;78;3;0;0
202;Jrue;Holiday;NOP;32;65;3;0;0
320;Xavier;Munford;MEM;73;25;3;0;0
94;Pat;Connaughton;POR;0;98;2;0;0
10;Tony;Allen;MEM;6;93;2;0;0
395;Jonathon;Simmons;SAS;8;90;2;0;0
311;E'Twaun;Moore;CHI;33;66;2;0;0
104;Seth;Curry;SAC;35;63;2;0;0
371;Josh;Richardson;MIA;43;55;2;0;0
279;Kendall;Marshall;PHI;58;40;2;0;0
203;Justin;Holiday;ATL;0;99;1;0;0
89;Jordan;Clarkson;LAL;3;96;1;0;0
130;Monta;Ellis;IND;14;86;1;0;0
165;Jerian;Grant;NYK;25;75;1;0;0
414;Rodney;Stuckey;IND;40;59;1;0;0
19;Giannis;Antetokounmpo;MIL;40;59;1;0;0
399;Marcus;Smart;BOS;42;57;1;0;0
87;Ian;Clark;GSW;48;52;1;0;0
420;Jason;Terry;HOU;60;40;1;0;0
119;Toney;Douglas;NOP;65;35;1;0;0
448;C.J.;Watson;ORL;66;33;1;0;0
159;Archie;Goodwin;PHX;67;32;1;0;0
76;Kentavious;Caldwell-Pope;DET;0;100;0;0;0
297;Jodie;Meeks;DET;0;100;0;0;0
144;Jimmer;Fredette;NYK;0;100;0;0;0
369;J.J.;Redick;LAC;4;95;0;0;0
233;Orlando;Johnson;NOP;9;91;0;0;0
238;Dahntay;Jones;CLE;14;86;0;0;0
70;Alec;Burks;UTA;30;69;0;0;0
287;CJ;McCollum;POR;34;66;0;0;0
258;Zach;LaVine;MIN;35;65;0;0;0
267;Jeremy;Lin;CHA;37;63;0;0;0
243;Cory;Joseph;TOR;43;57;0;0;0
201;Kirk;Hinrich;ATL;50;50;0;0;0
235;Tyler;Johnson;MIA;52;48;0;0;0
461;Lou;Williams;LAL;56;44;0;0;0
23;Keith;Appling;ORL;57;43;0;0;0
378;Rajon;Rondo;SAC;58;42;0;0;0
268;Shaun;Livingston;GSW;64;36;0;0;0
295;Jordan;McRae;CLE;66;33;0;0;0
201;Kirk;Hinrich;CHI;69;31;0;0;0
140;Raymond;Felton;DAL;69;31;0;0;0
113;Matthew;Dellavedova;CLE;71;29;0;0;0
75;José;Calderón;NYK;79;21;0;0;0
446;John;Wall;WAS;79;21;0;0;0
286;Ray;McCallum;MEM;81;19;0;0;0
437;Greivis;Vásquez;MIL;82;18;0;0;0
84;Mario;Chalmers;MEM;83;17;0;0;0
302;Andre;Miller;SAS;83;17;0;0;0
381;Terry;Rozier;BOS;85;15;0;0;0
318;Emmanuel;Mudiay;DEN;86;14;0;0;0
385;D'Angelo;Russell;LAL;86;14;0;0;0
52;Eric;Bledsoe;PHX;86;14;0;0;0
286;Ray;McCallum;SAS;86;14;0;0;0
220;Jarrett;Jack;BKN;89;11;0;0;0
434;Beno;Udrih;MEM;90;10;0;0;0
460;Elliot;Williams;MEM;90;10;0;0;0
168;Erick;Green;DEN;92;8;0;0;0
288;T.J.;McConnell;PHI;92;8;0;0;0
344;Tony;Parker;SAS;92;8;0;0;0
275;Shelvin;Mack;UTA;92;8;0;0;0
250;Sean;Kilpatrick;DEN;93;7;0;0;0
351;Elfrid;Payton;ORL;93;7;0;0;0
452;Russell;Westbrook;OKC;94;7;0;0;0
417;Jeff;Teague;ATL;94;6;0;0;0
398;Donald;Sloan;BKN;94;6;0;0;0
46;Patrick;Beverley;HOU;94;6;0;0;0
434;Beno;Udrih;MIA;94;6;0;0;0
90;Norris;Cole;NOP;94;6;0;0;0
295;Jordan;McRae;PHX;94;6;0;0;0
469;Delon;Wright;TOR;94;6;0;0;0
275;Shelvin;Mack;ATL;95;6;0;0;0
379;Derrick;Rose;CHI;95;6;0;0;0
350;Cameron;Payne;OKC;95;5;0;0;0
326;Raul;Neto;UTA;95;5;0;0;0
470;Tony;Wroten;PHI;96;4;0;0;0
472;Joe;Young;IND;97;3;0;0;0
445;Kemba;Walker;CHA;98;2;0;0;0
197;George;Hill;IND;98;2;0;0;0
365;Pablo;Prigioni;LAC;98;2;0;0;0
401;Ish;Smith;NOP;98;2;0;0;0
227;Brandon;Jennings;ORL;98;2;0;0;0
266;Damian;Lillard;POR;98;2;0;0;0
219;Kyrie;Irving;CLE;99;2;0;0;0
302;Andre;Miller;MIN;99;2;0;0;0
364;Ronnie;Price;PHX;99;2;0;0;0
163;Andrew;Goudelock;HOU;99;1;0;0;0
120;Goran;Dragi?;MIA;99;1;0;0;0
81;Michael;Carter-Williams;MIL;99;1;0;0;0
388;Dennis;Schröder;ATL;100;0;0;0;0
421;Isaiah;Thomas;BOS;100;0;0;0;0
256;Shane;Larkin;BKN;100;0;0;0;0
62;Aaron;Brooks;CHI;100;0;0;0;0
173;Jorge;Gutiérrez;CHA;100;0;0;0;0
374;Brian;Roberts;CHA;100;0;0;0;0
463;Mo;Williams;CLE;100;0;0;0;0
32;J.J.;Barea;DAL;100;0;0;0;0
27;D.J.;Augustin;DEN;100;0;0;0;0
325;Jameer;Nelson;DEN;100;0;0;0;0
51;Steve;Blake;DET;100;0;0;0;0
118;Spencer;Dinwiddie;DET;100;0;0;0;0
221;Reggie;Jackson;DET;100;0;0;0;0
227;Brandon;Jennings;DET;100;0;0;0;0
105;Stephen;Curry;GSW;100;0;0;0;0
259;Ty;Lawson;HOU;100;0;0;0;0
259;Ty;Lawson;IND;100;0;0;0;0
348;Chris;Paul;LAC;100;0;0;0;0
210;Marcelo;Huertas;LAL;100;0;0;0;0
93;Mike;Conley;MEM;100;0;0;0;0
96;Bryce;Cotton;MEM;100;0;0;0;0
137;Jordan;Farmar;MEM;100;0;0;0;0
405;Russ;Smith;MEM;100;0;0;0;0
449;Briante;Weber;MEM;100;0;0;0;0
84;Mario;Chalmers;MIA;100;0;0;0;0
449;Briante;Weber;MIA;100;0;0;0;0
132;Tyler;Ennis;MIL;100;0;0;0;0
241;Tyus;Jones;MIN;100;0;0;0;0
382;Ricky;Rubio;MIN;100;0;0;0;0
143;Tim;Frazier;NOP;100;0;0;0;0
376;Nate;Robinson;NOP;100;0;0;0;0
148;Langston;Galloway;NYK;100;0;0;0;0
27;D.J.;Augustin;OKC;100;0;0;0;0
323;Shabazz;Napier;ORL;100;0;0;0;0
363;Phil;Pressey;PHI;100;0;0;0;0
401;Ish;Smith;PHI;100;0;0;0;0
64;Lorenzo;Brown;PHX;100;0;0;0;0
96;Bryce;Cotton;PHX;100;0;0;0;0
363;Phil;Pressey;PHX;100;0;0;0;0
143;Tim;Frazier;POR;100;0;0;0;0
374;Brian;Roberts;POR;100;0;0;0;0
91;Darren;Collison;SAC;100;0;0;0;0
304;Patty;Mills;SAS;100;0;0;0;0
273;Kyle;Lowry;TOR;100;0;0;0;0
69;Trey;Burke;UTA;100;0;0;0;0
168;Erick;Green;UTA;100;0;0;0;0
393;Ramon;Sessions;WAS;100;0;0;0;0
